"film_id","year","length","budget","votes","genre","rating"
38701,1997,84,9.6,21,"Romance",4.1
24933,1982,20,13.5,6,"Short",7.6
47800,1964,100,16.1,21,"Comedy",8.3
32951,1980,235,12.8,46,"Drama",3.9
16003,1995,13,13,13,"Animation",7.9
34413,1957,2,12.1,115,"Short",7.4
46080,1999,72,15,36,"Documentary",8.4
50372,1975,91,8.7,402,"Action",4.6
8676,1992,100,10.6,343,"Comedy",8
52111,1996,90,12.6,34,"Documentary",7.7
47065,1965,6,13.5,9,"Animation",7.9
35424,1939,68,9.5,52,"Action",2.4
50902,1967,117,7.5,44,"Action",4
26148,1955,61,9,25,"Comedy",2.4
2027,2003,93,15.2,40,"Action",4
26604,1976,110,11.5,23,"Drama",4.6
17306,1950,61,14.1,6,"Comedy",8
54860,2004,85,15,6,"Action",8.2
34405,1963,95,13.3,5,"Comedy",4.7
58436,1996,85,13.5,5,"Action",3.7
9352,2004,20,15.5,7,"Drama",7.8
39406,1978,75,12.2,9,"Documentary",7.7
15941,2000,105,15.2,30,"Comedy",7.7
2426,1968,105,13.8,14,"Action",5
27269,2001,104,13.6,73,"Comedy",8.3
40141,1978,7,11.9,6,"Animation",3.6
592,1932,8,11.1,20,"Animation",8.2
48174,2002,93,7.4,2398,"Comedy",3.9
6842,2001,29,13.6,10,"Drama",5.4
46536,1976,99,8.9,49,"Drama",5.4
57874,1998,99,9.3,7,"Comedy",2.7
47604,1985,92,8.9,238,"Drama",3.5
32712,1998,16,11.8,47,"Short",7.6
52551,2001,17,9.8,23,"Short",7.7
46904,1936,63,15.4,8,"Action",7.8
17034,1924,20,14.2,8,"Comedy",7.5
52352,2001,90,11.3,18,"Animation",4.3
13313,1960,85,11.6,17,"Action",3.9
12693,1961,98,9.5,552,"Drama",3.9
16777,1999,159,10.5,37868,"Drama",4.1
26721,2001,104,14.4,288,"Drama",4.9
4280,1963,110,13.2,9,"Drama",3.9
10025,2002,6,14.6,702,"Animation",8.2
23990,1970,102,9.9,328,"Action",5.6
43729,1986,9,9.4,201,"Short",7.7
17036,1997,89,11.3,15,"Documentary",8
9201,1971,18,9.8,12,"Documentary",8.8
1099,2000,88,15,4815,"Animation",4.7
4375,1977,87,17.1,56,"Comedy",7.4
45625,1980,NA,14.2,6,"Comedy",8.5
15932,1960,120,13,5,"Action",3.1
48525,1950,10,16.9,12,"Documentary",8
19080,1985,106,6.8,3601,"Comedy",4.4
37445,1999,89,6.9,26134,"Comedy",2.9
37415,1983,88,14.6,182,"Action",3.3
37878,1960,90,8.2,27,"Action",4.5
28686,1966,104,12.8,8,"Comedy",7.7
57723,1992,80,12.7,18,"Action",8
54737,1999,120,14.5,52,"Drama",3.3
17932,1991,86,7,157,"Drama",4
38421,2004,12,9.9,11,"Comedy",7.7
2696,1949,86,8.7,18,"Drama",3.2
5428,1986,89,11.4,24,"Action",4
44335,1973,99,17.6,383,"Action",8.5
57870,1975,NA,4.8,550,"Drama",4
5895,2003,93,12.5,346,"Action",4.8
21479,1994,94,11.8,6,"Drama",4.3
19666,1945,110,12.4,5,"Documentary",7.3
80,1996,88,10.6,5,"Action",5.5
9907,1941,102,8.8,41,"Comedy",5.5
9984,2001,81,9.2,95,"Animation",5.3
33092,1954,77,10,18,"Action",3.6
5338,1986,85,9.3,13,"Action",4.1
35866,2001,75,13.3,11,"Comedy",7.8
930,1974,87,13.2,24,"Documentary",8.2
8199,1950,96,14.6,222,"Drama",3.1
432,2002,96,10.6,8609,"Comedy",4
13272,1995,100,13.9,238,"Action",3.9
39734,1946,15,6.3,317,"Animation",3.6
41089,2001,8,10.1,21,"Drama",7.9
46269,1994,142,14.7,149494,"Drama",5.1
54453,2001,117,9.9,39,"Drama",4.4
25550,1994,123,7.5,26698,"Drama",3.8
21147,2003,174,11.6,22,"Documentary",8.4
42877,1990,NA,7,14,"Comedy",5.3
57841,1999,90,11,114,"Action",5
58117,1942,77,12.8,26,"Drama",3.5
10591,1995,83,6.7,502,"Comedy",3.6
32358,2004,101,13.9,4131,"Drama",4.7
4089,1968,98,12.8,9,"Drama",3.6
5259,1954,108,12.7,151,"Drama",4.4
24912,1973,87,11.8,44,"Action",4.6
27592,1972,70,11.4,9,"Comedy",8.2
57662,1984,83,6.4,13,"Documentary",4.3
3933,1984,105,10.7,4938,"Comedy",8.2
13017,1985,92,12.3,1113,"Action",4.5
20312,1931,66,11.5,22,"Comedy",8.7
31735,1993,99,13.3,19,"Drama",5.3
46722,1997,93,14,27,"Action",3
4604,1954,71,11.2,22,"Action",4.3
32055,1983,91,10.2,127,"Drama",4.3
16422,1933,63,12.2,18,"Action",4.8
15981,1999,40,4.2,100,"Short",8.2
10744,1994,100,15.8,80,"Drama",5.8
25512,1989,151,9.4,53,"Drama",4.1
22802,1934,87,15.8,68,"Comedy",4.9
16066,1951,85,14.4,407,"Drama",4.9
47442,1938,85,9.8,157,"Comedy",8.1
47794,1998,7,14.7,47,"Short",7.4
49767,1997,91,10.9,412,"Drama",3.2
16610,1940,62,11.6,232,"Drama",4.8
58011,1997,163,12.2,126,"Comedy",2.8
11230,1999,122,11.5,265,"Drama",4.6
6686,1999,87,12.6,10,"Comedy",8.5
21853,1986,90,10.4,378,"Comedy",8
56141,1941,80,13.1,30,"Drama",3.7
255,1968,95,9,9,"Comedy",2.7
20525,1946,64,18.2,6,"Comedy",7.6
1494,1939,22,11.6,69,"Action",8
42461,2003,11,7.2,13,"Short",8.5
11851,1943,81,12.9,15,"Comedy",7.8
27238,1989,NA,10.2,7,"Action",4.8
1975,1940,58,9.8,36,"Comedy",8.4
27630,1978,110,17.5,22,"Action",7.9
27025,2002,92,8.6,39,"Drama",4.5
17770,1993,90,8.6,95,"Drama",3.7
43625,1976,106,11.1,1703,"Drama",5.4
29396,2004,140,10.5,5,"Comedy",4.2
17644,1997,126,17.2,55398,"Action",4.1
34546,2004,101,13,18,"Drama",3.4
49385,1943,74,10.6,5,"Drama",3.1
5781,1983,90,6,8,"Action",3.5
1638,1949,96,9.2,141,"Action",4.5
47402,1950,85,7.2,24,"Drama",4.6
52696,1995,86,11,348,"Action",8.2
29567,1978,79,11.7,41,"Documentary",8.5
170,1960,69,9.9,5,"Action",3.7
41286,1935,77,10.9,52,"Comedy",3.8
49364,2000,18,12.8,8,"Drama",7.4
23,1974,88,17.6,100,"Action",3.1
10620,1952,21,8,6,"Documentary",8.1
31113,1939,82,10.2,51,"Comedy",3.7
15713,2004,25,9.6,10,"Drama",8.4
7129,1971,138,9.4,251,"Comedy",4
49520,1948,91,6.7,132,"Drama",4.3
31414,1997,92,13.2,90,"Action",4.7
8722,1984,82,9.8,6,"Comedy",8.1
29699,2004,99,14.3,534,"Drama",4.5
53297,2001,82,11.7,23,"Action",3.8
24061,1970,110,14.8,13,"Comedy",8
40075,1956,95,7.9,42,"Action",4.4
21080,2000,53,16,10,"Documentary",8.3
28077,1997,NA,13.1,5,"Action",3.6
30701,1987,97,9.9,11294,"Comedy",4.5
45789,1937,110,11,5,"Action",4.4
13261,2003,63,13,27,"Action",3.5
3461,1961,105,15.6,11,"Action",5.1
45315,1974,90,10.7,34,"Drama",1.9
500,2001,90,12.2,7,"Comedy",3.5
27968,1941,82,14.3,33,"Comedy",8.4
53485,1966,103,8.9,11,"Drama",3.6
31358,2001,98,11.6,49,"Action",3.8
22392,1982,105,9.1,146,"Comedy",4.5
45668,1997,113,8.8,32,"Comedy",2.9
53248,1972,85,12.8,20,"Drama",5.7
30953,1996,78,10.9,783,"Comedy",4.6
4973,1988,100,7.6,10,"Comedy",3.8
3924,1997,58,13.1,15,"Action",2.2
1764,2001,105,14,44,"Drama",6
37269,1985,144,16.7,323,"Drama",4.4
56444,2000,85,8,7,"Action",4.7
18761,1937,7,12.9,5,"Animation",8.2
13066,1982,116,13.1,1813,"Comedy",7.7
15380,1933,68,5.8,79,"Action",3.8
31843,1998,90,11,7,"Drama",4.3
49429,1998,112,9.5,52,"Action",2.4
4261,2000,112,12.4,237,"Comedy",8.2
12395,1942,77,14.8,60,"Drama",4.5
54501,1993,102,11.4,2691,"Comedy",5
23372,1998,53,14,5,"Documentary",8.9
22919,1969,98,17.9,5,"Action",7.9
41178,1940,117,16.5,1321,"Comedy",7.7
32741,1999,100,7.6,310,"Drama",5.4
5372,2003,96,12.5,908,"Comedy",8.1
28149,1981,90,9.3,11,"Drama",6.2
40,1986,96,7.8,364,"Drama",3.7
50693,1957,78,6.4,178,"Action",4
4453,1950,NA,13.2,90,"Drama",3.2
19531,1990,80,16.3,18,"Drama",3
55744,1934,97,8.7,5,"Action",3.8
7845,1936,82,11,210,"Drama",3.7
6066,1956,76,6.9,24,"Action",5.7
4114,1993,NA,15.6,719,"Action",3.2
34844,1985,98,12.1,16,"Action",4.3
50243,1985,60,11.3,14,"Action",4.1
25720,1997,51,12.4,16,"Action",3.4
34231,1995,95,9,5,"Drama",3.5
25170,1999,89,7.6,34,"Action",2.7
35045,1934,65,12.8,8,"Action",2.8
30926,1984,141,15.2,229,"Drama",4
28190,2001,15,7.4,16,"Short",7.5
45090,1995,90,7.6,15,"Action",5.9
30128,1999,85,16.7,14,"Comedy",8.1
35078,1986,100,15.4,428,"Action",7.8
38180,1986,95,10,32,"Action",3.2
51662,1940,106,11.1,1314,"Action",3.9
44744,1985,107,9.5,983,"Action",5
10731,2002,17,9.4,8,"Short",8.2
1762,2002,19,13.3,13,"Short",8.2
30928,1950,86,15.4,6,"Comedy",8.2
17777,1951,98,5.3,7,"Action",2.7
28974,1990,27,8.3,12,"Short",7.8
45734,1954,115,9.9,385,"Drama",4.2
19853,1966,110,7.3,19,"Drama",4.6
39609,1945,93,12.2,137,"Drama",3.6
1858,1987,108,13.5,246,"Comedy",3.9
21202,1940,82,17.2,305,"Comedy",7.9
12555,1997,NA,11.7,6,"Comedy",3.8
49809,2003,105,13.3,5,"Drama",4.7
17937,1998,89,9.1,987,"Action",4.2
4916,1968,79,10.2,30,"Action",2.5
30814,1991,89,11.6,5,"Action",3.7
46844,1999,92,12,110,"Action",3.9
1054,1987,102,18.4,5363,"Comedy",8.5
46845,1966,102,10.8,395,"Action",7.8
6616,1998,85,9.6,23,"Drama",2.4
17359,1989,104,9.4,39,"Action",4.5
43152,1998,92,10.9,49,"Comedy",4.1
3014,2003,70,10.5,348,"Action",3.7
40114,1968,104,12.6,54,"Comedy",8.5
37830,1965,107,6.6,206,"Drama",3.5
9861,2000,99,12.2,61,"Drama",3.9
40667,2000,35,11.8,6,"Short",8.3
4100,1958,68,9.2,22,"Action",5.4
8452,1944,85,12.5,6,"Drama",4.8
48791,1958,95,14.7,67,"Drama",3.4
19849,2001,NA,9.9,91,"Comedy",8.3
18194,1994,91,9.5,47,"Action",2.8
9347,2002,73,9.2,440,"Comedy",3.8
56997,1973,88,12,4863,"Action",4.2
52634,1945,92,7.5,66,"Action",3.4
17383,2002,86,13.7,355,"Action",4.4
17597,2002,104,9.8,228,"Drama",3.5
45817,1972,20,10,8,"Short",8.1
27277,2002,105,14.6,442,"Drama",3.6
19065,1993,105,13.2,43,"Drama",3.9
16129,1970,94,7.6,74,"Comedy",4.9
5787,1958,6,10,29,"Animation",7.6
58429,1963,86,12.6,83,"Action",3.2
34354,2000,26,11.2,30,"Short",8.2
23331,1985,91,14.4,12,"Drama",4.7
51282,1959,89,13,63,"Action",2.9
614,1984,102,13.8,18,"Comedy",8.1
29248,2004,NA,13.7,55,"Drama",4.5
22886,1993,90,13.9,368,"Comedy",7.4
31076,1997,115,13.4,335,"Drama",3.4
57764,1990,4,14.7,37,"Short",8.2
44706,1985,60,8,18,"Documentary",5.1
33132,1993,89,11.2,21,"Drama",2.8
12496,1999,93,12.9,16,"Action",5
33843,1989,102,7.8,469,"Comedy",4.2
58239,1939,100,12,488,"Drama",4.7
37647,1916,50,14.5,7,"Drama",4.7
45191,1978,NA,9.9,169,"Comedy",5.2
11894,1950,7,12.3,36,"Animation",8.3
18887,1972,121,9.1,513,"Drama",5
49676,1987,111,12.8,6,"Drama",2.6
14090,1969,98,11,14,"Drama",5
41458,1993,88,13.9,26,"Action",3.9
28543,2000,115,13.2,107,"Action",4
3521,1979,91,16.4,110,"Drama",4.3
17238,1982,90,9.4,10361,"Comedy",4.5
8464,1995,93,7.8,1176,"Action",2.6
20642,1934,20,8.9,6,"Comedy",7.7
48937,2000,93,15.2,77,"Action",4.3
13376,2002,90,9.7,20,"Action",3.5
48177,1939,64,11,8,"Drama",4
36250,1971,NA,9.9,50,"Comedy",2.6
44049,1991,74,5.5,187,"Animation",3.9
37351,1984,88,14.1,83,"Comedy",7.7
41954,1974,83,10.3,19,"Drama",4.2
53745,1995,15,14.1,27,"Short",8.2
12940,2004,160,13,100,"Drama",4.4
60,1959,96,13.6,43,"Drama",3.2
9048,1970,83,13.7,27,"Comedy",8.3
56282,2002,60,11.2,7,"Comedy",4.7
17733,2000,102,9.9,151,"Comedy",3.3
10082,2003,10,16.3,10,"Short",8.2
14349,1963,NA,9.4,7,"Drama",5.2
38728,1994,100,10,65,"Comedy",3.8
22291,1995,169,11,104,"Comedy",2.5
20035,1983,100,11.8,16,"Action",3.2
26669,2003,87,9.5,8125,"Action",8.4
49095,1977,134,10.6,8,"Drama",3.1
20659,2000,130,16.8,1145,"Drama",4.2
5890,1971,106,6.8,129,"Drama",3.4
13483,1998,100,11.2,2956,"Action",4.2
20804,1994,94,12.9,473,"Comedy",7.5
43169,1993,106,8.7,9,"Action",2.4
34669,1970,90,12.6,25,"Comedy",7.8
9844,1931,7,11.8,42,"Animation",3.8
18057,1959,98,13.4,27,"Drama",3.9
20661,1996,91,16.5,22,"Comedy",8.5
35403,1938,56,14.1,20,"Action",4.6
22635,1998,95,12.8,491,"Drama",3.2
5655,1956,91,13,260,"Drama",4
44179,1946,86,14.9,13,"Comedy",8.2
26162,1977,NA,16.7,39,"Comedy",7.9
7916,1985,140,13.5,59,"Action",3.1
32004,1965,81,8.8,11,"Animation",5.7
29286,1992,140,6.3,5799,"Action",3.5
5488,2004,88,8.4,2505,"Comedy",4.7
35781,1957,170,14.4,7,"Action",4.3
53247,1932,56,15.1,6,"Drama",5.6
45116,1943,NA,10.2,5,"Animation",4.5
22266,2003,87,13.1,3341,"Comedy",8
56066,1993,96,8.3,471,"Documentary",3.8
30457,1954,76,9.3,18,"Action",4.2
38098,1977,118,13.6,39,"Action",4.9
38812,1989,NA,11.1,5,"Action",2.9
50205,1949,7,15.1,10,"Animation",7.8
35222,1948,7,10.1,94,"Animation",8.3
19757,1973,85,10.8,9,"Comedy",7.7
45609,1983,100,16.7,19,"Documentary",8.3
10314,1972,85,11.1,19,"Drama",4
11307,1970,97,11.6,204,"Action",7.8
1538,1984,88,15.9,23,"Drama",4.4
46589,1998,25,16.6,17,"Drama",8.4
6336,2002,28,8.6,22,"Action",8.2
18892,1973,105,8.6,16,"Drama",5.5
55578,1991,83,12.3,14,"Drama",2.5
49965,1995,74,10.1,22,"Action",4.5
53413,1990,75,12.9,5,"Action",3.6
40164,2004,80,9.2,57,"Animation",4.1
9736,2000,87,11.4,22,"Drama",4.2
30371,1993,84,7.2,6485,"Action",4.2
36249,1979,97,13.1,51,"Drama",2.7
15968,1992,95,14,1313,"Drama",2.6
55176,1947,104,5.8,30,"Comedy",4
10159,1951,86,11.4,37,"Drama",4.2
37740,1991,76,14.5,24,"Drama",5
10059,1932,109,9,7,"Drama",4.3
23890,2001,114,13,12,"Drama",3.9
6410,1996,71,13.3,274,"Action",4.5
8083,1944,4,9,9,"Animation",4
58350,2002,NA,11.4,47,"Comedy",8.2
35766,2003,40,11.9,22,"Documentary",7.5
48988,1949,87,11.8,12,"Drama",5
33147,2002,14,7.6,20,"Short",8.2
10888,2000,99,10.2,160,"Drama",4.1
30036,1950,7,9.6,27,"Animation",7.6
5656,1999,90,14.2,18,"Action",3
35621,1989,91,11.1,21,"Action",4.3
579,1997,106,18.8,78,"Action",8.5
57037,2004,99,13.5,66,"Comedy",8.1
37879,1935,66,12,17,"Comedy",7.8
13513,1944,65,14.1,6,"Drama",3.8
21685,1969,107,10.5,245,"Action",3.5
27111,1997,95,8.9,28,"Comedy",4.2
9562,1978,92,14.4,600,"Comedy",2.2
47373,2004,NA,13,6,"Documentary",7.7
34587,1997,95,8.1,29,"Drama",3.2
37754,1998,97,14.3,84,"Comedy",5.1
16470,1956,100,13.1,6,"Drama",2.5
33270,2004,76,7.2,5,"Action",4.5
16488,1993,99,7.6,1609,"Comedy",3.8
21578,1998,98,11.1,95,"Action",2.9
19996,1970,124,15.3,159,"Drama",4.4
56279,1937,15,7.7,15,"Documentary",8.1
53250,1980,164,9.5,6,"Documentary",4.3
1596,1999,13,15,14,"Short",9
33602,1977,105,8,7,"Comedy",3.8
44532,1991,95,15.3,210,"Drama",3.4
17200,1946,90,12.1,18,"Documentary",8.3
49717,1995,87,13.6,29,"Comedy",8.4
52932,1956,88,5.8,48,"Comedy",4.3
23361,1965,95,14.4,12,"Action",3.1
23389,1997,98,3.1,16,"Drama",4.6
55216,1958,80,12.1,5,"Comedy",8
56834,1989,95,5.8,28,"Drama",3.2
40015,1976,97,10.7,5,"Drama",4.7
25425,1980,87,9.6,157,"Action",3.5
51703,1996,92,13,2633,"Action",4.4
15477,1993,6,13.5,23,"Drama",8.1
45626,2003,85,15.6,19,"Drama",4.8
21324,1975,100,14.2,415,"Documentary",7.7
56796,1951,96,13,16,"Drama",4.4
5048,1947,78,12.1,38,"Action",4.9
3656,2000,96,16.5,41,"Drama",3.9
20397,1963,131,8.2,21,"Drama",4.9
30306,1997,89,13.4,81,"Action",6.5
6135,1947,NA,16.9,34,"Action",2.4
39067,1958,103,17.4,65,"Action",8.7
37104,1989,86,13.3,40,"Drama",4.6
25205,2001,135,11.6,33,"Comedy",8.1
1209,2000,24,10.8,16,"Drama",7.9
15810,1987,85,12.8,9,"Action",3.7
49117,1972,98,15,86,"Comedy",8
51773,1932,80,9.9,24,"Comedy",8
41736,1986,86,11.5,18,"Drama",5.8
10139,1951,10,10.4,7,"Documentary",8.5
31836,1995,92,13.3,272,"Action",4.9
3598,2002,22,14.9,6,"Short",8
57312,2005,95,9.4,7,"Comedy",3.8
32761,1985,98,15.5,266,"Comedy",7.8
47416,1995,105,15,196,"Action",3.4
32694,1951,101,9.7,81,"Comedy",5.5
57752,1947,84,16.5,7,"Action",7.9
20390,1992,101,10.2,1012,"Action",4.8
12965,2005,105,11.5,230,"Drama",3
35503,1969,91,12.2,11,"Drama",4.2
41153,1990,125,10.3,23316,"Comedy",4.2
2811,1961,93,13.3,22,"Drama",3.8
44822,2000,93,7.7,6,"Action",3.6
5218,1997,90,9,25,"Documentary",7.4
34248,1972,100,11.2,18,"Drama",4.4
16314,1998,100,12.4,90,"Action",4.1
6865,1990,92,11.5,31,"Comedy",4
44781,1974,95,7.8,21,"Action",3.6
40955,1981,110,9.2,174,"Action",3.1
20332,1984,82,12.6,12,"Action",4.4
37095,1997,82,8.3,1531,"Drama",4.4
53499,1999,11,4.1,22,"Short",7.9
46198,1932,80,15.5,536,"Drama",2.6
33948,1992,110,10.7,402,"Comedy",2.9
35935,2003,92,10.5,339,"Action",4.2
16795,1992,NA,11.4,13,"Drama",4.8
30671,2001,90,10.5,13,"Documentary",8.1
38618,1993,NA,11.7,66,"Action",3.3
39015,1964,88,9.8,8,"Comedy",8.5
55487,1958,84,14.1,17,"Drama",4.1
46264,1998,104,9.6,246,"Action",3.7
48830,1949,76,14.7,11,"Action",4.9
8980,1989,113,8,4459,"Drama",4.7
42276,1997,135,17.8,8620,"Drama",4.8
33124,1996,95,3.4,125,"Action",3.2
929,1957,93,9.4,65,"Action",4.5
40573,2004,96,3.7,16,"Drama",4.7
14216,1945,62,7.8,51,"Comedy",4.2
28012,2002,88,10.8,22,"Comedy",3.4
41158,1936,60,9.9,6,"Action",3.4
40045,1966,96,11.9,12,"Action",3.6
38807,1993,NA,14.5,7,"Drama",5.4
29277,1954,62,12.2,9,"Action",4.5
35290,1991,95,18,27,"Comedy",7.6
56585,1939,75,12.6,8,"Comedy",4.4
51813,1974,95,13.1,30,"Action",3.6
8665,1909,11,12.8,5,"Drama",7.4
49199,1937,9,13.5,8,"Documentary",8.2
9789,1979,NA,11.3,36,"Drama",2.7
16599,1981,100,10.6,196,"Action",5.3
4890,1982,60,8.7,16,"Documentary",8.1
29320,1959,116,16.1,321,"Comedy",8
32283,1965,90,11.6,14,"Action",2.4
17263,2001,10,11.3,5,"Short",8.5
26696,1966,102,6.6,16,"Drama",4.2
5530,2003,94,10.4,696,"Comedy",4.8
14694,1994,87,13.6,356,"Drama",4.9
26231,1974,119,11.4,33,"Action",2.4
39896,2002,102,10.2,654,"Action",3.4
442,2004,116,12,6,"Comedy",8.3
21285,1999,188,7.3,60142,"Drama",2.6
52326,1994,92,12.5,8,"Action",4.2
42134,1987,56,9.8,41,"Documentary",7.8
31366,1980,89,10,142,"Action",2.9
40503,1935,7,12.8,68,"Animation",8.2
9967,1971,90,9.9,14,"Comedy",5.1
41304,1988,102,12.2,316,"Drama",4.5
13718,1948,125,7.5,19,"Action",4.2
38299,1983,116,9.3,1203,"Action",3.7
50045,1965,6,8,23,"Animation",8.1
56531,1991,99,11.5,8831,"Comedy",7.4
27467,1966,NA,12.7,348,"Comedy",8.9
19650,2004,162,7.4,25,"Action",3.4
49303,1945,108,12.9,275,"Drama",3.3
41582,1966,104,15.2,7,"Drama",3.4
28882,1963,115,15,99,"Drama",5.6
26449,1998,58,11.6,14,"Documentary",8.1
30462,1939,263,13.3,10,"Action",4.1
49097,1958,76,8,11,"Drama",5.2
26516,1999,112,7.6,50,"Drama",3.9
31298,1993,101,10.2,1188,"Drama",4.6
26673,2002,37,9.2,22,"Drama",7.9
21962,1971,85,9.5,233,"Action",5
52986,2003,118,10.4,6,"Action",2.9
38157,1923,12,14.7,59,"Comedy",7.7
52137,1996,125,14.5,812,"Drama",3.5
35770,1938,9,12.7,5,"Documentary",7.8
14342,1997,95,8.1,119,"Comedy",3.9
28588,1960,75,10.6,5,"Comedy",7.7
427,1971,104,10.4,251,"Action",4.6
25104,2002,105,15.8,16,"Action",8.9
56196,1939,59,14.3,17,"Drama",4.7
39658,1957,75,10.7,44,"Action",3
13047,1986,93,12.1,46,"Drama",5.2
7747,1967,79,13.3,27,"Drama",1.9
29185,1979,90,12.3,60,"Documentary",7.6
56456,1990,92,15.1,6,"Comedy",7.7
35949,1986,91,13.6,142,"Comedy",8.4
50624,1990,NA,13,156,"Drama",4.3
14238,1965,200,18.9,10283,"Drama",3.7
114,1973,92,12.1,61,"Comedy",8.3
5732,1999,20,11.6,5,"Short",7.8
3665,1956,107,9.3,150,"Drama",3
24514,1949,73,15.7,91,"Action",8.3
1204,1991,105,9.3,11,"Drama",5.1
29036,1961,7,16.9,26,"Animation",7.7
41427,1948,8,13.2,33,"Animation",7.4
57216,1998,97,17.1,69,"Drama",3.8
14136,2003,83,14.3,7,"Documentary",7.9
9079,1953,7,11.7,30,"Animation",8.1
37009,1986,118,10.4,1169,"Comedy",3.9
47969,1989,25,9.9,5,"Short",8
48309,1999,102,12.5,48,"Action",4.7
49216,1974,103,12,112,"Action",4.1
43191,1997,115,14.9,11,"Action",4.6
47887,1971,112,8.5,615,"Action",3.1
47813,2001,74,11.7,73,"Drama",5
41464,1995,92,14.4,115,"Drama",5.5
56062,1953,89,12.4,25,"Action",2.4
12437,2000,120,10.8,83,"Action",3.7
26827,1990,6,14.6,7,"Animation",8.3
20761,2002,138,15.7,197,"Action",2.3
3280,1998,103,12.5,18,"Drama",5.6
1353,2001,101,19.1,8,"Action",7.8
3722,1992,100,14.4,11,"Drama",2.2
49071,1973,93,15.4,170,"Comedy",7.7
51230,1985,93,10.9,69,"Action",3.1
13096,1946,110,8.8,301,"Drama",3.5
23745,1952,NA,8.1,52,"Action",3.2
22376,2004,132,13.3,601,"Drama",4.3
20509,1996,NA,12.7,7,"Drama",7.5
39880,1984,102,13.6,1828,"Drama",5.3
46382,1943,68,13.9,446,"Action",4.5
32792,1949,94,10.4,7,"Romance",3.8
57316,2003,100,13.9,86,"Drama",3.5
46964,1998,92,10.9,14,"Comedy",8.1
14879,1936,71,11.8,429,"Action",3.3
37405,1934,83,17.8,576,"Drama",3.4
42056,1972,96,11.5,54,"Documentary",7.9
47025,2001,36,9.1,5,"Documentary",8.3
37874,1996,108,9.6,6522,"Comedy",4.9
43920,1949,104,9.4,73,"Action",3
4177,1968,46,14.6,15,"Documentary",8.6
46524,1996,80,12.7,23,"Action",3.9
18423,1965,NA,8.1,22,"Comedy",4.9
19035,2002,85,15.1,1659,"Comedy",8.1
12807,1941,61,14.6,62,"Action",4.2
15469,1986,90,9.7,72,"Comedy",2.8
35652,1939,68,11.2,56,"Drama",2.7
55645,1983,NA,8.6,24,"Romance",5.5
8526,1961,85,14.4,5,"Drama",3.9
3237,1937,97,8.9,16,"Comedy",4.7
32504,1999,108,12.1,48,"Comedy",7.5
17262,1963,94,9.3,20,"Drama",3.8
7088,1998,3,12.1,19,"Short",7.4
29378,1958,102,13.5,339,"Action",4.6
26392,1992,95,12.1,276,"Comedy",5.3
4706,1984,110,13.3,135,"Comedy",3.2
46595,1935,69,13.5,7,"Action",3.3
50766,1966,124,10.8,69,"Drama",2.9
6074,1997,98,14.5,526,"Drama",5.4
53681,1992,90,10,5,"Action",3.7
19015,1942,7,13.1,75,"Animation",8
50371,1997,118,20,2195,"Action",7.5
18029,1978,92,16.5,23,"Action",3.3
30020,1992,32,15.4,6,"Documentary",7.7
42856,1968,87,10.8,20,"Drama",3.9
52186,1990,81,13.8,68,"Drama",4.3
15805,1983,90,10.7,46,"Action",5.5
25639,2000,90,14.7,47,"Drama",4.9
11669,1934,71,12.5,11,"Action",5.2
4992,1945,103,18.4,99,"Drama",5.2
55831,1966,77,11.8,5,"Drama",4.7
46841,1981,94,14.7,46,"Drama",3.6
26546,2000,114,12.7,8,"Action",2.2
37848,2001,28,6.2,16,"Comedy",7.8
39117,1995,8,15.6,36,"Short",7.8
43474,1968,128,6.6,51,"Comedy",2.2
51699,1969,6,8.9,12,"Animation",3.2
43308,1935,57,13,5,"Action",5.7
26861,1956,100,6.2,196,"Action",4.4
24937,2004,30,13.3,7,"Drama",7.8
16897,1959,100,7.8,84,"Comedy",3.2
15398,1941,8,14.1,41,"Animation",8
26619,1994,15,10.4,6,"Drama",8.1
6969,1950,90,14.3,141,"Drama",3.7
29638,1995,89,14.8,5,"Drama",4.2
45907,1929,77,8.4,20,"Drama",2.8
56374,1999,98,15.1,73,"Drama",4.1
27280,1992,73,12.4,19,"Action",1.7
11803,1992,115,12.6,152,"Drama",4.8
12264,1934,7,9.5,10,"Animation",8.7
49726,1934,75,12.6,23,"Drama",4.4
18031,1931,10,11,14,"Comedy",7.5
50196,2003,87,18.8,219,"Comedy",1.6
23252,1978,57,14.2,7,"Action",3.2
28471,2001,120,13.5,25,"Drama",5.3
22824,1982,92,11.4,5,"Action",1.8
14508,1991,102,12.9,3648,"Comedy",7.6
33070,1929,19,20.1,100,"Comedy",9.2
11555,1995,NA,10.6,79,"Comedy",2.4
48122,2002,110,13.3,438,"Drama",3.3
33965,1994,100,12.5,49,"Comedy",8.2
16245,1960,90,12.8,7,"Action",2.9
25475,1957,26,11.5,7,"Comedy",7
56224,1920,145,11.8,293,"Drama",4.1
32782,1999,130,9.2,186,"Action",3.6
22425,2000,6,8.5,264,"Short",7.7
46972,1997,89,12.5,423,"Comedy",7.7
53826,1996,96,15.5,1516,"Comedy",4.2
32503,1953,71,14,11,"Action",2.7
5988,1954,74,7,6,"Action",4.4
33625,1931,83,15.9,294,"Comedy",7.3
2030,1979,112,11.8,249,"Drama",6
36360,1964,65,13.5,18,"Drama",3.3
